id,age,genre,taille,regular_eating,sorbet_fraise,sorbet_framboise,sorbet_passion,sorbet_citron,creme_glacee_vanille,creme_glacee_chocolat,creme_glacee_rhumraisins,creme_glacee_caramel,comment
1142,22,femme,167.713669366015,Non,0_pas_du_tout,4_énormément,4_énormément,0_pas_du_tout,1_un peu,1_un peu,2_moyennement,Non renseigné,NA
1143,33,femme,171.62728054168852,Non,Non renseigné,1_un peu,3_beaucoup,0_pas_du_tout,2_moyennement,0_pas_du_tout,3_beaucoup,Non renseigné,NA
1144,24,homme,170.88404659278345,Non,Non renseigné,0_pas_du_tout,2_moyennement,2_moyennement,0_pas_du_tout,Non renseigné,Non renseigné,0_pas_du_tout,NA
1145,69,femme,162.71594118575902,Oui,1_un peu,Non renseigné,1_un peu,2_moyennement,3_beaucoup,Non renseigné,4_énormément,Non renseigné,NA
1146,69,femme,163.13211979275576,Non renseigné,3_beaucoup,4_énormément,2_moyennement,3_beaucoup,4_énormément,2_moyennement,4_énormément,3_beaucoup,NA
1147,10,femme,129.68199827204876,Non renseigné,4_énormément,2_moyennement,0_pas_du_tout,0_pas_du_tout,3_beaucoup,4_énormément,0_pas_du_tout,Non renseigné,NA
1148,54,homme,175.80492093140998,Non,3_beaucoup,4_énormément,Non renseigné,2_moyennement,3_beaucoup,0_pas_du_tout,Non renseigné,1_un peu,NA
1149,NA,femme,166.1261240345208,Non renseigné,2_moyennement,0_pas_du_tout,1_un peu,1_un peu,4_énormément,0_pas_du_tout,Non renseigné,Non renseigné,NA
1150,59,non binaire,NA,Non,Non renseigné,3_beaucoup,4_énormément,3_beaucoup,0_pas_du_tout,3_beaucoup,Non renseigné,Non renseigné,NA
1151,77,femme,159.03980178488007,Non renseigné,1_un peu,2_moyennement,4_énormément,1_un peu,4_énormément,3_beaucoup,4_énormément,4_énormément,NA
1152,18,femme,171.50829407801314,Non renseigné,2_moyennement,0_pas_du_tout,1_un peu,3_beaucoup,3_beaucoup,4_énormément,4_énormément,4_énormément,NA
1153,NA,NA,168.55004444419285,Non renseigné,2_moyennement,1_un peu,Non renseigné,3_beaucoup,2_moyennement,Non renseigné,0_pas_du_tout,4_énormément,NA
1154,16,femme,159.21788114397108,Oui,3_beaucoup,Non renseigné,0_pas_du_tout,0_pas_du_tout,Non renseigné,2_moyennement,0_pas_du_tout,Non renseigné,NA
1155,NA,homme,170.87677832088437,Non renseigné,1_un peu,2_moyennement,0_pas_du_tout,2_moyennement,Non renseigné,3_beaucoup,Non renseigné,0_pas_du_tout,NA
1156,NA,femme,NA,Non renseigné,2_moyennement,0_pas_du_tout,Non renseigné,3_beaucoup,2_moyennement,4_énormément,4_énormément,Non renseigné,NA
1157,NA,femme,120.4193035025703,Non,3_beaucoup,4_énormément,0_pas_du_tout,1_un peu,Non renseigné,4_énormément,4_énormément,Non renseigné,NA
1158,50,femme,157.60615277292533,Non renseigné,1_un peu,3_beaucoup,4_énormément,Non renseigné,3_beaucoup,Non renseigné,4_énormément,Non renseigné,NA
1159,51,homme,NA,Non,3_beaucoup,0_pas_du_tout,1_un peu,0_pas_du_tout,2_moyennement,4_énormément,2_moyennement,Non renseigné,NA
1160,78,homme,166.77601322882597,Oui,1_un peu,Non renseigné,1_un peu,3_beaucoup,3_beaucoup,Non renseigné,3_beaucoup,Non renseigné,NA
1161,NA,non binaire,NA,Oui,2_moyennement,2_moyennement,Non renseigné,3_beaucoup,3_beaucoup,1_un peu,4_énormément,Non renseigné,NA
1162,80,non binaire,NA,Non,3_beaucoup,4_énormément,4_énormément,1_un peu,3_beaucoup,4_énormément,0_pas_du_tout,Non renseigné,NA
1163,33,femme,172.84910539060118,Non,0_pas_du_tout,0_pas_du_tout,1_un peu,3_beaucoup,Non renseigné,4_énormément,1_un peu,Non renseigné,NA
1164,57,homme,169.9274573939117,Non renseigné,0_pas_du_tout,3_beaucoup,2_moyennement,1_un peu,4_énormément,1_un peu,3_beaucoup,1_un peu,NA
1165,74,non binaire,NA,Non,1_un peu,2_moyennement,2_moyennement,4_énormément,4_énormément,0_pas_du_tout,3_beaucoup,2_moyennement,NA
1166,24,femme,159.8837214120141,Oui,4_énormément,0_pas_du_tout,0_pas_du_tout,1_un peu,1_un peu,4_énormément,Non renseigné,Non renseigné,NA
1167,75,NA,177.13720076147243,Non renseigné,1_un peu,Non renseigné,3_beaucoup,0_pas_du_tout,3_beaucoup,Non renseigné,3_beaucoup,4_énormément,NA
1168,38,homme,165.82893982431932,Non renseigné,1_un peu,2_moyennement,1_un peu,3_beaucoup,3_beaucoup,2_moyennement,3_beaucoup,1_un peu,NA
1169,52,NA,161.99366028994746,Non renseigné,Non renseigné,4_énormément,0_pas_du_tout,0_pas_du_tout,Non renseigné,Non renseigné,4_énormément,3_beaucoup,NA
1170,12,homme,139.65653008259665,Non renseigné,Non renseigné,2_moyennement,0_pas_du_tout,0_pas_du_tout,1_un peu,1_un peu,4_énormément,2_moyennement,NA
1171,15,femme,156.17808290620323,Non renseigné,3_beaucoup,3_beaucoup,0_pas_du_tout,Non renseigné,4_énormément,1_un peu,Non renseigné,Non renseigné,NA
1172,38,homme,176.4600169037889,Non renseigné,Non renseigné,1_un peu,0_pas_du_tout,1_un peu,4_énormément,3_beaucoup,0_pas_du_tout,Non renseigné,NA
1173,8,NA,120.34916498409999,Non renseigné,3_beaucoup,3_beaucoup,0_pas_du_tout,0_pas_du_tout,Non renseigné,0_pas_du_tout,4_énormément,Non renseigné,NA
1174,NA,femme,157.2099062421858,Non renseigné,1_un peu,0_pas_du_tout,2_moyennement,3_beaucoup,2_moyennement,3_beaucoup,3_beaucoup,4_énormément,NA
1175,42,femme,163.7634045665409,Oui,1_un peu,1_un peu,1_un peu,2_moyennement,Non renseigné,2_moyennement,0_pas_du_tout,Non renseigné,NA
1176,76,homme,164.60165839699792,Non renseigné,2_moyennement,2_moyennement,2_moyennement,3_beaucoup,3_beaucoup,2_moyennement,0_pas_du_tout,0_pas_du_tout,NA
1177,10,femme,129.61344556866814,Non,2_moyennement,0_pas_du_tout,0_pas_du_tout,2_moyennement,Non renseigné,Non renseigné,0_pas_du_tout,1_un peu,NA
1178,50,NA,159.33771491437574,Non,4_énormément,3_beaucoup,2_moyennement,Non renseigné,Non renseigné,Non renseigné,4_énormément,4_énormément,NA
1179,37,femme,159.58904121881255,Non renseigné,4_énormément,Non renseigné,1_un peu,0_pas_du_tout,Non renseigné,3_beaucoup,3_beaucoup,4_énormément,NA
1180,37,femme,167.18406054386472,Non renseigné,3_beaucoup,1_un peu,4_énormément,3_beaucoup,0_pas_du_tout,1_un peu,1_un peu,4_énormément,NA
1181,56,homme,164.22809835734438,Non renseigné,4_énormément,0_pas_du_tout,1_un peu,3_beaucoup,1_un peu,2_moyennement,3_beaucoup,Non renseigné,NA
1182,56,homme,167.58215172940103,Non renseigné,2_moyennement,2_moyennement,2_moyennement,Non renseigné,1_un peu,3_beaucoup,Non renseigné,Non renseigné,NA
1183,38,femme,NA,Non,2_moyennement,3_beaucoup,3_beaucoup,1_un peu,3_beaucoup,Non renseigné,2_moyennement,Non renseigné,NA
1184,76,homme,174.99909220810108,Oui,0_pas_du_tout,3_beaucoup,0_pas_du_tout,3_beaucoup,0_pas_du_tout,Non renseigné,2_moyennement,1_un peu,NA
1185,53,femme,159.1903242693308,Non renseigné,4_énormément,Non renseigné,1_un peu,0_pas_du_tout,Non renseigné,2_moyennement,2_moyennement,Non renseigné,NA
1186,24,homme,169.93129388848908,Non renseigné,Non renseigné,2_moyennement,3_beaucoup,1_un peu,1_un peu,1_un peu,0_pas_du_tout,Non renseigné,NA
1187,54,homme,166.99499911894458,Oui,0_pas_du_tout,2_moyennement,3_beaucoup,3_beaucoup,1_un peu,Non renseigné,Non renseigné,3_beaucoup,NA
1188,62,NA,167.63074383167336,Oui,1_un peu,4_énormément,0_pas_du_tout,1_un peu,3_beaucoup,Non renseigné,4_énormément,Non renseigné,NA
1189,50,homme,162.69328550199316,Non renseigné,4_énormément,2_moyennement,1_un peu,0_pas_du_tout,4_énormément,3_beaucoup,Non renseigné,Non renseigné,NA
1190,61,femme,164.79197944044157,Non,3_beaucoup,4_énormément,0_pas_du_tout,0_pas_du_tout,1_un peu,1_un peu,4_énormément,2_moyennement,NA
1191,3,homme,96.68953658540076,Non renseigné,0_pas_du_tout,2_moyennement,3_beaucoup,0_pas_du_tout,3_beaucoup,3_beaucoup,4_énormément,1_un peu,NA
1192,NA,femme,164.6822929561583,Non,2_moyennement,4_énormément,3_beaucoup,3_beaucoup,4_énormément,Non renseigné,4_énormément,4_énormément,NA
1193,24,NA,174.5539100949095,Non renseigné,2_moyennement,1_un peu,Non renseigné,3_beaucoup,2_moyennement,Non renseigné,2_moyennement,3_beaucoup,NA
1194,25,homme,165.0730591807329,Non renseigné,2_moyennement,0_pas_du_tout,1_un peu,4_énormément,3_beaucoup,Non renseigné,1_un peu,Non renseigné,NA
1195,59,femme,156.4803590853849,Non,1_un peu,0_pas_du_tout,0_pas_du_tout,0_pas_du_tout,4_énormément,Non renseigné,2_moyennement,2_moyennement,NA
1196,79,homme,NA,Oui,Non renseigné,2_moyennement,2_moyennement,Non renseigné,3_beaucoup,3_beaucoup,4_énormément,Non renseigné,NA
1197,28,femme,170.5542327053336,Non,0_pas_du_tout,1_un peu,1_un peu,1_un peu,3_beaucoup,3_beaucoup,0_pas_du_tout,Non renseigné,NA
1198,26,femme,NA,Non renseigné,4_énormément,Non renseigné,0_pas_du_tout,3_beaucoup,3_beaucoup,3_beaucoup,0_pas_du_tout,Non renseigné,NA
1199,NA,homme,172.4028530130348,Oui,Non renseigné,4_énormément,Non renseigné,3_beaucoup,Non renseigné,0_pas_du_tout,Non renseigné,Non renseigné,NA
1200,NA,homme,99.85004886725622,Non renseigné,2_moyennement,1_un peu,Non renseigné,0_pas_du_tout,1_un peu,Non renseigné,Non renseigné,Non renseigné,NA
1201,NA,homme,168.8101847688505,Oui,0_pas_du_tout,0_pas_du_tout,Non renseigné,4_énormément,3_beaucoup,3_beaucoup,2_moyennement,Non renseigné,NA
1202,6,femme,111.16045776024286,Oui,4_énormément,0_pas_du_tout,3_beaucoup,0_pas_du_tout,0_pas_du_tout,0_pas_du_tout,0_pas_du_tout,Non renseigné,NA
1203,21,homme,178.01139593206142,Non renseigné,1_un peu,3_beaucoup,2_moyennement,2_moyennement,3_beaucoup,2_moyennement,0_pas_du_tout,2_moyennement,NA
1204,27,femme,162.23874997163676,Non renseigné,0_pas_du_tout,3_beaucoup,Non renseigné,3_beaucoup,3_beaucoup,3_beaucoup,Non renseigné,4_énormément,NA
1205,46,NA,171.9041364461659,Non,1_un peu,Non renseigné,3_beaucoup,Non renseigné,3_beaucoup,3_beaucoup,1_un peu,Non renseigné,NA
1206,35,homme,164.73097188509223,Oui,Non renseigné,1_un peu,1_un peu,0_pas_du_tout,1_un peu,Non renseigné,4_énormément,Non renseigné,NA
1207,77,femme,161.39647386431758,Non renseigné,0_pas_du_tout,3_beaucoup,2_moyennement,0_pas_du_tout,2_moyennement,2_moyennement,Non renseigné,Non renseigné,NA
1208,12,homme,140.0256349736277,Oui,3_beaucoup,3_beaucoup,2_moyennement,4_énormément,2_moyennement,0_pas_du_tout,0_pas_du_tout,Non renseigné,NA
1209,25,femme,172.2814602347812,Non renseigné,Non renseigné,3_beaucoup,2_moyennement,4_énormément,1_un peu,4_énormément,0_pas_du_tout,Non renseigné,NA
1210,73,femme,163.5059580196386,Non,0_pas_du_tout,1_un peu,Non renseigné,0_pas_du_tout,4_énormément,2_moyennement,2_moyennement,Non renseigné,NA
1211,52,femme,155.2298068459644,Oui,Non renseigné,3_beaucoup,2_moyennement,Non renseigné,1_un peu,0_pas_du_tout,3_beaucoup,Non renseigné,NA
1212,79,femme,164.69427782821566,Non,4_énormément,1_un peu,3_beaucoup,1_un peu,2_moyennement,3_beaucoup,Non renseigné,Non renseigné,NA
1213,59,homme,170.37769390640074,Non renseigné,2_moyennement,Non renseigné,Non renseigné,2_moyennement,1_un peu,Non renseigné,1_un peu,Non renseigné,NA
1214,NA,non binaire,NA,Non renseigné,Non renseigné,2_moyennement,Non renseigné,0_pas_du_tout,3_beaucoup,4_énormément,4_énormément,Non renseigné,NA
1215,43,femme,168.43492214151618,Non renseigné,1_un peu,4_énormément,0_pas_du_tout,1_un peu,3_beaucoup,2_moyennement,Non renseigné,Non renseigné,NA
1216,34,femme,171.89360895920777,Non renseigné,1_un peu,4_énormément,1_un peu,0_pas_du_tout,Non renseigné,2_moyennement,1_un peu,Non renseigné,NA
1217,23,femme,167.58376200067488,Non,3_beaucoup,0_pas_du_tout,0_pas_du_tout,2_moyennement,Non renseigné,Non renseigné,0_pas_du_tout,Non renseigné,NA
1218,16,homme,161.83985636315927,Non renseigné,1_un peu,0_pas_du_tout,0_pas_du_tout,2_moyennement,1_un peu,2_moyennement,1_un peu,3_beaucoup,NA
1219,19,homme,165.75124424894506,Non renseigné,3_beaucoup,3_beaucoup,0_pas_du_tout,4_énormément,0_pas_du_tout,2_moyennement,3_beaucoup,Non renseigné,NA
1220,51,NA,166.98815250909735,Oui,0_pas_du_tout,2_moyennement,Non renseigné,3_beaucoup,4_énormément,1_un peu,1_un peu,Non renseigné,NA
1221,78,homme,171.565413566426,Non,0_pas_du_tout,1_un peu,0_pas_du_tout,0_pas_du_tout,1_un peu,2_moyennement,2_moyennement,4_énormément,NA
1222,69,non binaire,NA,Non renseigné,3_beaucoup,3_beaucoup,4_énormément,3_beaucoup,0_pas_du_tout,4_énormément,4_énormément,Non renseigné,NA
1223,17,femme,166.14793230173046,Non,1_un peu,2_moyennement,1_un peu,3_beaucoup,3_beaucoup,3_beaucoup,Non renseigné,Non renseigné,NA
1224,72,homme,166.74886016632342,Non renseigné,1_un peu,2_moyennement,3_beaucoup,4_énormément,3_beaucoup,3_beaucoup,3_beaucoup,Non renseigné,NA
1225,20,femme,164.05323627304585,Non renseigné,Non renseigné,1_un peu,NA,Non renseigné,3_beaucoup,3_beaucoup,0_pas_du_tout,Non renseigné,NA
1226,38,femme,165.33370407719923,Non,2_moyennement,0_pas_du_tout,4_énormément,3_beaucoup,3_beaucoup,Non renseigné,0_pas_du_tout,Non renseigné,NA
1227,12,homme,140.26171412559714,Oui,0_pas_du_tout,2_moyennement,0_pas_du_tout,Non renseigné,Non renseigné,2_moyennement,1_un peu,Non renseigné,NA
1228,14,femme,150.17116239582188,Non,3_beaucoup,4_énormément,3_beaucoup,1_un peu,3_beaucoup,4_énormément,Non renseigné,Non renseigné,NA
1229,35,femme,166.9734020927653,Non,0_pas_du_tout,3_beaucoup,1_un peu,0_pas_du_tout,3_beaucoup,4_énormément,3_beaucoup,4_énormément,NA
1230,71,homme,172.23925070372383,Non renseigné,2_moyennement,2_moyennement,Non renseigné,4_énormément,3_beaucoup,4_énormément,Non renseigné,2_moyennement,NA
1231,64,femme,160.26620332729956,Oui,0_pas_du_tout,3_beaucoup,3_beaucoup,1_un peu,2_moyennement,4_énormément,4_énormément,Non renseigné,NA
1232,41,homme,174.96836622718553,Oui,1_un peu,4_énormément,3_beaucoup,1_un peu,1_un peu,3_beaucoup,4_énormément,4_énormément,NA
1233,21,femme,159.1305893760139,Non,1_un peu,2_moyennement,2_moyennement,1_un peu,2_moyennement,0_pas_du_tout,2_moyennement,Non renseigné,NA
1234,23,femme,159.05823443636228,Non renseigné,Non renseigné,1_un peu,0_pas_du_tout,1_un peu,4_énormément,0_pas_du_tout,Non renseigné,Non renseigné,NA
1235,51,homme,167.19252978850832,Non renseigné,3_beaucoup,2_moyennement,1_un peu,0_pas_du_tout,4_énormément,4_énormément,2_moyennement,2_moyennement,NA
1236,66,homme,160.81577014809966,Non,2_moyennement,0_pas_du_tout,2_moyennement,1_un peu,1_un peu,Non renseigné,Non renseigné,Non renseigné,NA
1237,35,homme,170.48937399126658,Non,2_moyennement,0_pas_du_tout,0_pas_du_tout,0_pas_du_tout,4_énormément,1_un peu,1_un peu,Non renseigné,NA
1238,51,femme,NA,Non,2_moyennement,1_un peu,4_énormément,4_énormément,Non renseigné,3_beaucoup,Non renseigné,Non renseigné,NA
1239,66,non binaire,NA,Non renseigné,1_un peu,4_énormément,1_un peu,0_pas_du_tout,Non renseigné,Non renseigné,Non renseigné,Non renseigné,NA
1240,61,femme,NA,Non renseigné,2_moyennement,4_énormément,1_un peu,Non renseigné,Non renseigné,2_moyennement,3_beaucoup,Non renseigné,NA
1241,41,homme,173.17252784528358,Non renseigné,1_un peu,Non renseigné,0_pas_du_tout,2_moyennement,3_beaucoup,4_énormément,1_un peu,Non renseigné,NA
1242,65,non binaire,NA,Non renseigné,1_un peu,2_moyennement,2_moyennement,2_moyennement,4_énormément,4_énormément,Non renseigné,Non renseigné,NA
1243,69,homme,163.40744655010454,Oui,3_beaucoup,4_énormément,2_moyennement,4_énormément,4_énormément,2_moyennement,3_beaucoup,Non renseigné,NA
1244,4,femme,101.24013410060822,Non,0_pas_du_tout,2_moyennement,0_pas_du_tout,3_beaucoup,2_moyennement,3_beaucoup,0_pas_du_tout,1_un peu,NA
1245,11,homme,134.56145798007483,Oui,3_beaucoup,4_énormément,0_pas_du_tout,2_moyennement,4_énormément,0_pas_du_tout,4_énormément,Non renseigné,NA
1246,18,femme,170.2535757230675,Oui,0_pas_du_tout,4_énormément,1_un peu,4_énormément,3_beaucoup,1_un peu,4_énormément,4_énormément,NA
1247,40,femme,162.76364724487968,Non renseigné,0_pas_du_tout,4_énormément,2_moyennement,1_un peu,1_un peu,4_énormément,4_énormément,1_un peu,NA
1248,59,femme,159.50418739384273,Non,3_beaucoup,0_pas_du_tout,1_un peu,0_pas_du_tout,2_moyennement,Non renseigné,3_beaucoup,3_beaucoup,NA
1249,26,femme,160.10615635071036,Non renseigné,1_un peu,Non renseigné,0_pas_du_tout,3_beaucoup,2_moyennement,1_un peu,Non renseigné,Non renseigné,NA
1250,66,homme,168.35029698665292,Non renseigné,3_beaucoup,0_pas_du_tout,1_un peu,0_pas_du_tout,3_beaucoup,3_beaucoup,4_énormément,Non renseigné,NA
1251,17,femme,166.15156361753165,Non renseigné,1_un peu,4_énormément,3_beaucoup,2_moyennement,3_beaucoup,3_beaucoup,4_énormément,Non renseigné,NA
1252,10,homme,129.44255333620882,Non renseigné,1_un peu,1_un peu,1_un peu,3_beaucoup,1_un peu,Non renseigné,Non renseigné,Non renseigné,NA
1253,NA,homme,170.69905280379444,Non renseigné,2_moyennement,Non renseigné,1_un peu,Non renseigné,1_un peu,1_un peu,3_beaucoup,2_moyennement,NA
1254,23,femme,169.1441301073964,Non renseigné,1_un peu,3_beaucoup,1_un peu,3_beaucoup,4_énormément,2_moyennement,1_un peu,Non renseigné,NA
1255,39,femme,162.6289935508897,Non renseigné,2_moyennement,Non renseigné,1_un peu,0_pas_du_tout,0_pas_du_tout,4_énormément,0_pas_du_tout,2_moyennement,NA
1256,72,NA,167.14660043992876,Non renseigné,2_moyennement,4_énormément,2_moyennement,1_un peu,Non renseigné,Non renseigné,0_pas_du_tout,Non renseigné,NA
1257,NA,femme,104.35089298513196,Oui,4_énormément,3_beaucoup,0_pas_du_tout,0_pas_du_tout,2_moyennement,4_énormément,3_beaucoup,Non renseigné,NA
1258,75,homme,174.74724102880757,Non,3_beaucoup,1_un peu,2_moyennement,0_pas_du_tout,3_beaucoup,0_pas_du_tout,3_beaucoup,Non renseigné,NA
1259,55,NA,170.48834856499525,Non renseigné,3_beaucoup,0_pas_du_tout,3_beaucoup,1_un peu,3_beaucoup,4_énormément,Non renseigné,Non renseigné,NA
1260,45,femme,169.71480862651558,Non renseigné,Non renseigné,3_beaucoup,Non renseigné,2_moyennement,4_énormément,Non renseigné,2_moyennement,Non renseigné,NA
1261,31,NA,NA,Non,Non renseigné,1_un peu,Non renseigné,2_moyennement,2_moyennement,4_énormément,0_pas_du_tout,Non renseigné,NA
1262,NA,femme,151.09097812402032,Non,0_pas_du_tout,4_énormément,3_beaucoup,3_beaucoup,3_beaucoup,3_beaucoup,3_beaucoup,Non renseigné,NA
1263,19,homme,171.73144097244295,Oui,1_un peu,4_énormément,1_un peu,0_pas_du_tout,3_beaucoup,4_énormément,4_énormément,Non renseigné,NA
1264,55,homme,155.72779084381833,Oui,1_un peu,0_pas_du_tout,3_beaucoup,2_moyennement,2_moyennement,3_beaucoup,2_moyennement,3_beaucoup,NA
1265,32,non binaire,NA,Non renseigné,Non renseigné,0_pas_du_tout,1_un peu,2_moyennement,Non renseigné,3_beaucoup,2_moyennement,1_un peu,NA
1266,15,femme,155.0786175318231,Non renseigné,2_moyennement,Non renseigné,1_un peu,2_moyennement,2_moyennement,0_pas_du_tout,Non renseigné,Non renseigné,NA
1267,6,homme,109.57484538968161,Non renseigné,0_pas_du_tout,3_beaucoup,0_pas_du_tout,1_un peu,Non renseigné,Non renseigné,Non renseigné,Non renseigné,NA
1268,14,non binaire,149.65435964074533,Non,Non renseigné,1_un peu,0_pas_du_tout,1_un peu,4_énormément,4_énormément,3_beaucoup,2_moyennement,NA
1269,15,homme,154.6007564340597,Oui,0_pas_du_tout,4_énormément,3_beaucoup,0_pas_du_tout,Non renseigné,3_beaucoup,2_moyennement,2_moyennement,NA
1270,24,NA,161.03308605327814,Non renseigné,4_énormément,4_énormément,3_beaucoup,0_pas_du_tout,Non renseigné,4_énormément,Non renseigné,Non renseigné,NA
1271,13,homme,144.29970741866302,Non,1_un peu,1_un peu,0_pas_du_tout,1_un peu,Non renseigné,3_beaucoup,3_beaucoup,0_pas_du_tout,NA
1272,NA,femme,161.25383821151866,Oui,Non renseigné,4_énormément,1_un peu,0_pas_du_tout,2_moyennement,2_moyennement,1_un peu,Non renseigné,NA
1273,NA,non binaire,NA,Non renseigné,3_beaucoup,Non renseigné,Non renseigné,Non renseigné,3_beaucoup,3_beaucoup,Non renseigné,Non renseigné,NA
1274,67,femme,164.7837530280302,Non renseigné,2_moyennement,2_moyennement,3_beaucoup,Non renseigné,Non renseigné,1_un peu,1_un peu,Non renseigné,NA
1275,9,femme,123.84900168825887,Non,Non renseigné,4_énormément,2_moyennement,Non renseigné,0_pas_du_tout,4_énormément,3_beaucoup,Non renseigné,NA
1276,76,femme,157.2067477228747,Non,1_un peu,2_moyennement,Non renseigné,4_énormément,4_énormément,4_énormément,4_énormément,Non renseigné,NA
1277,6,homme,108.7184641408762,Oui,1_un peu,4_énormément,Non renseigné,4_énormément,3_beaucoup,3_beaucoup,2_moyennement,0_pas_du_tout,NA
1278,5,homme,105.66003749953623,Oui,Non renseigné,3_beaucoup,0_pas_du_tout,0_pas_du_tout,3_beaucoup,0_pas_du_tout,3_beaucoup,Non renseigné,NA
1279,62,femme,160.0973405178285,Non,4_énormément,0_pas_du_tout,1_un peu,1_un peu,4_énormément,Non renseigné,4_énormément,4_énormément,NA
1280,28,homme,172.09639075211885,Non renseigné,2_moyennement,1_un peu,4_énormément,0_pas_du_tout,2_moyennement,Non renseigné,3_beaucoup,Non renseigné,NA
1281,44,femme,167.3061186969051,Oui,4_énormément,4_énormément,1_un peu,0_pas_du_tout,3_beaucoup,3_beaucoup,4_énormément,Non renseigné,NA
1282,64,femme,155.86541950471153,Non,2_moyennement,2_moyennement,1_un peu,2_moyennement,2_moyennement,3_beaucoup,3_beaucoup,Non renseigné,NA
1283,71,femme,160.0957862580128,Non,2_moyennement,4_énormément,4_énormément,0_pas_du_tout,Non renseigné,3_beaucoup,2_moyennement,3_beaucoup,NA
1284,63,femme,168.05361248795614,Non renseigné,2_moyennement,1_un peu,0_pas_du_tout,3_beaucoup,3_beaucoup,3_beaucoup,3_beaucoup,Non renseigné,NA
1285,30,femme,164.61678228043164,Non,2_moyennement,Non renseigné,2_moyennement,1_un peu,0_pas_du_tout,4_énormément,0_pas_du_tout,Non renseigné,NA
1286,6,femme,106.99377628996609,Non,1_un peu,1_un peu,0_pas_du_tout,0_pas_du_tout,2_moyennement,Non renseigné,4_énormément,Non renseigné,NA
1287,54,homme,173.66042345346173,Oui,2_moyennement,2_moyennement,0_pas_du_tout,0_pas_du_tout,Non renseigné,2_moyennement,3_beaucoup,Non renseigné,NA
1288,11,femme,133.59972224453398,Non renseigné,Non renseigné,0_pas_du_tout,3_beaucoup,2_moyennement,1_un peu,3_beaucoup,1_un peu,Non renseigné,NA
1289,41,homme,173.34753447392663,Non,2_moyennement,Non renseigné,2_moyennement,4_énormément,Non renseigné,1_un peu,3_beaucoup,Non renseigné,NA
1290,32,femme,165.68444171931367,Non renseigné,Non renseigné,3_beaucoup,4_énormément,4_énormément,Non renseigné,4_énormément,4_énormément,3_beaucoup,NA
1291,74,NA,162.5266883535059,Non,1_un peu,1_un peu,0_pas_du_tout,3_beaucoup,Non renseigné,3_beaucoup,0_pas_du_tout,Non renseigné,NA
1292,6,NA,NA,Non renseigné,0_pas_du_tout,0_pas_du_tout,1_un peu,3_beaucoup,0_pas_du_tout,3_beaucoup,0_pas_du_tout,Non renseigné,NA
1293,34,homme,174.18290499210494,Non,2_moyennement,3_beaucoup,Non renseigné,1_un peu,1_un peu,1_un peu,Non renseigné,Non renseigné,NA
1294,60,femme,158.2867648223429,Non renseigné,1_un peu,0_pas_du_tout,4_énormément,0_pas_du_tout,4_énormément,4_énormément,1_un peu,1_un peu,NA
1295,9,femme,124.31461007247236,Non,1_un peu,4_énormément,0_pas_du_tout,2_moyennement,1_un peu,3_beaucoup,3_beaucoup,4_énormément,NA
1296,77,NA,170.44127113657902,Non renseigné,1_un peu,3_beaucoup,1_un peu,1_un peu,4_énormément,Non renseigné,4_énormément,Non renseigné,NA
1297,53,non binaire,NA,Oui,0_pas_du_tout,3_beaucoup,2_moyennement,1_un peu,1_un peu,4_énormément,3_beaucoup,3_beaucoup,NA
1298,29,homme,177.36935340404642,Non renseigné,0_pas_du_tout,0_pas_du_tout,Non renseigné,1_un peu,2_moyennement,Non renseigné,Non renseigné,Non renseigné,NA
1299,75,homme,176.52447841114656,Oui,0_pas_du_tout,Non renseigné,Non renseigné,4_énormément,Non renseigné,2_moyennement,1_un peu,Non renseigné,NA
1300,9,homme,123.95952463688326,Non renseigné,1_un peu,2_moyennement,0_pas_du_tout,1_un peu,1_un peu,2_moyennement,Non renseigné,Non renseigné,NA
1301,78,homme,NA,Non renseigné,1_un peu,1_un peu,4_énormément,Non renseigné,Non renseigné,Non renseigné,3_beaucoup,Non renseigné,NA
1302,44,femme,161.3764309985162,Oui,2_moyennement,1_un peu,1_un peu,2_moyennement,0_pas_du_tout,2_moyennement,1_un peu,4_énormément,NA
1303,35,femme,170.67008147900037,Non renseigné,4_énormément,0_pas_du_tout,0_pas_du_tout,2_moyennement,0_pas_du_tout,2_moyennement,3_beaucoup,Non renseigné,NA
1304,66,femme,164.66588886343976,Oui,0_pas_du_tout,2_moyennement,1_un peu,1_un peu,3_beaucoup,3_beaucoup,3_beaucoup,Non renseigné,NA
1305,46,femme,157.71842086831435,Non renseigné,3_beaucoup,4_énormément,1_un peu,2_moyennement,3_beaucoup,1_un peu,1_un peu,Non renseigné,NA
1306,18,femme,168.4245690462733,Non renseigné,Non renseigné,0_pas_du_tout,3_beaucoup,0_pas_du_tout,2_moyennement,Non renseigné,0_pas_du_tout,3_beaucoup,NA
1307,29,femme,166.02593820468292,Oui,3_beaucoup,2_moyennement,0_pas_du_tout,3_beaucoup,1_un peu,1_un peu,3_beaucoup,3_beaucoup,NA
1308,77,NA,163.7446759114247,Non renseigné,3_beaucoup,4_énormément,3_beaucoup,Non renseigné,0_pas_du_tout,Non renseigné,3_beaucoup,Non renseigné,NA
1309,61,femme,159.46545374357888,Non,3_beaucoup,1_un peu,Non renseigné,3_beaucoup,1_un peu,2_moyennement,3_beaucoup,4_énormément,NA
